customer_id,customer_name,customer_segment,order_id,order_date,order_year,order_month,month_name,month-year,order_day,shipping_city,shipping_state,shipping_region,shipping_country,shipping_postal_code,shipping_date,shipping_year,shipping_month,shipping_day,shipping_mode,order_details_id,quantity,order_discount,order_profits,order_profit_ratio,order_sales,product_id,product_name,product_category,product_subcategory,product_manufacturer
98,Brad Norvell,Corporate,CA-2015-138527,9/12/2015,2015,9,Sep,Sep-2015,12,Cary,North Carolina,South,United States,27511,9/17/2015,2015,9,17,Standard Class,967,2,0.2,4,0.35,10,1825,Xerox 220,Office Supplies,Paper,Xerox
98,Brad Norvell,Corporate,CA-2015-138527,9/12/2015,2015,9,Sep,Sep-2015,12,Cary,North Carolina,South,United States,27511,9/17/2015,2015,9,17,Standard Class,968,1,0.2,2,0.15,15,1404,SanDisk Cruzer 32 GB USB Flash Drive,Technology,Accessories,SanDisk
98,Brad Norvell,Corporate,CA-2015-138527,9/12/2015,2015,9,Sep,Sep-2015,12,Cary,North Carolina,South,United States,27511,9/17/2015,2015,9,17,Standard Class,969,5,0.2,19,0.11,167,630,Fellowes 8 Outlet Superior Workstation Surge Protector,Office Supplies,Appliances,Fellowes
132,Carol Triggs,Consumer,CA-2015-138681,12/20/2015,2015,12,Dec,Dec-2015,20,Tucson,Arizona,West,United States,85705,12/22/2015,2015,12,22,First Class,970,2,0.2,3,0.31,8,1751,Xerox 1954,Office Supplies,Paper,Xerox
132,Carol Triggs,Consumer,CA-2015-138681,12/20/2015,2015,12,Dec,Dec-2015,20,Tucson,Arizona,West,United States,85705,12/22/2015,2015,12,22,First Class,971,2,0.2,10,0.2,52,466,"Computer Room Manger, 14""",Furniture,Furnishings,Other
132,Carol Triggs,Consumer,CA-2015-138681,12/20/2015,2015,12,Dec,Dec-2015,20,Tucson,Arizona,West,United States,85705,12/22/2015,2015,12,22,First Class,972,3,0.2,22,0.3,72,1000,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,Accessories,Logitech
132,Carol Triggs,Consumer,CA-2015-138681,12/20/2015,2015,12,Dec,Dec-2015,20,Tucson,Arizona,West,United States,85705,12/22/2015,2015,12,22,First Class,973,5,0.2,78,0.35,222,1678,Xerox 1888,Office Supplies,Paper,Xerox
132,Carol Triggs,Consumer,CA-2015-138681,12/20/2015,2015,12,Dec,Dec-2015,20,Tucson,Arizona,West,United States,85705,12/22/2015,2015,12,22,First Class,974,3,0.2,-42,-0.18,242,763,Global Low Back Tilter Chair,Furniture,Chairs,Global
517,Maxwell Schwartz,Consumer,CA-2015-138709,7/4/2015,2015,7,Jul,Jul-2015,4,Richmond,Virginia,South,United States,23223,7/9/2015,2015,7,9,Standard Class,975,5,0,8,0.49,16,1850,Zipper Ring Binder Pockets,Office Supplies,Binders,Other
517,Maxwell Schwartz,Consumer,CA-2015-138709,7/4/2015,2015,7,Jul,Jul-2015,4,Richmond,Virginia,South,United States,23223,7/9/2015,2015,7,9,Standard Class,976,3,0,11,0.5,22,1482,Southworth Structures Collection,Office Supplies,Paper,Southworth
287,Frank Preis,Consumer,CA-2015-138737,12/7/2015,2015,12,Dec,Dec-2015,7,Los Angeles,California,West,United States,90049,12/10/2015,2015,12,10,First Class,977,3,0,2,0.28,9,1134,Newell 32,Office Supplies,Art,Newell
296,Gary Mitchum,Home Office,CA-2015-138940,4/11/2015,2015,4,Apr,Apr-2015,11,Austin,Texas,Central,United States,78745,4/16/2015,2015,4,16,Second Class,978,6,0.2,265,0.35,758,942,Jawbone JAMBOX Wireless Bluetooth Speaker,Technology,Phones,Jawbone
624,Raymond Messe,Consumer,CA-2015-139017,5/11/2015,2015,5,May,May-2015,11,Houston,Texas,Central,United States,77095,5/17/2015,2015,5,17,Standard Class,979,2,0.2,8,0.16,47,1002,Logitech ClearChat Comfort/USB Headset H390,Technology,Accessories,Logitech
458,Lena Creighton,Consumer,CA-2015-139192,5/27/2015,2015,5,May,May-2015,27,San Francisco,California,West,United States,94109,6/1/2015,2015,6,1,Second Class,980,1,0,38,0.38,100,1033,Logitech Wireless Performance Mouse MX for PC and Mac,Technology,Accessories,Logitech
458,Lena Creighton,Consumer,CA-2015-139192,5/27/2015,2015,5,May,May-2015,27,San Francisco,California,West,United States,94109,6/1/2015,2015,6,1,Second Class,981,12,0.2,125,0.11,1114,1280,Plantronics HL10 Handset Lifter,Technology,Phones,Plantronics
96,Bobby Trafton,Consumer,CA-2015-139283,11/23/2015,2015,11,Nov,Nov-2015,23,Detroit,Michigan,Central,United States,48227,11/27/2015,2015,11,27,Standard Class,982,3,0,7,0.46,15,1596,UniKeep View Case Binders,Office Supplies,Binders,Other
219,Deirdre Greer,Corporate,CA-2015-139423,11/1/2015,2015,11,Nov,Nov-2015,1,Orange,New Jersey,East,United States,7050,11/5/2015,2015,11,5,Standard Class,983,2,0,22,0.29,76,663,Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,Appliances,Fellowes
245,Duane Noonan,Consumer,CA-2015-139451,10/12/2015,2015,10,Oct,Oct-2015,12,San Francisco,California,West,United States,94122,10/16/2015,2015,10,16,Standard Class,984,5,0,4,0.28,15,1312,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Office Supplies,Art,Other
245,Duane Noonan,Consumer,CA-2015-139451,10/12/2015,2015,10,Oct,Oct-2015,12,San Francisco,California,West,United States,94122,10/16/2015,2015,10,16,Standard Class,985,1,0,6,0.29,21,1474,"Sortfiler Multipurpose Personal File Organizer, Black",Office Supplies,Storage,Other
278,Evan Henry,Consumer,CA-2015-139542,10/25/2015,2015,10,Oct,Oct-2015,25,Philadelphia,Pennsylvania,East,United States,19120,10/29/2015,2015,10,29,Standard Class,986,3,0.7,-10,-0.7,14,715,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Office Supplies,Binders,GBC
278,Evan Henry,Consumer,CA-2015-139542,10/25/2015,2015,10,Oct,Oct-2015,25,Philadelphia,Pennsylvania,East,United States,19120,10/29/2015,2015,10,29,Standard Class,987,3,0.2,1,0.01,41,1073,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",Technology,Accessories,Memorex
512,Maureen Gnade,Consumer,CA-2015-139598,12/26/2015,2015,12,Dec,Dec-2015,26,Philadelphia,Pennsylvania,East,United States,19134,12/31/2015,2015,12,31,Standard Class,988,3,0.2,6,0.34,18,1661,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",Office Supplies,Paper,Wirebound
512,Maureen Gnade,Consumer,CA-2015-139598,12/26/2015,2015,12,Dec,Dec-2015,26,Philadelphia,Pennsylvania,East,United States,19134,12/31/2015,2015,12,31,Standard Class,989,2,0.2,6,0.16,35,808,Holmes 99% HEPA Air Purifier,Office Supplies,Appliances,Holmes
512,Maureen Gnade,Consumer,CA-2015-139598,12/26/2015,2015,12,Dec,Dec-2015,26,Philadelphia,Pennsylvania,East,United States,19134,12/31/2015,2015,12,31,Standard Class,990,2,0.2,8,0.1,82,1584,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Office Supplies,Appliances,Tripp Lite
512,Maureen Gnade,Consumer,CA-2015-139598,12/26/2015,2015,12,Dec,Dec-2015,26,Philadelphia,Pennsylvania,East,United States,19134,12/31/2015,2015,12,31,Standard Class,991,4,0.2,-43,-0.19,227,1444,Sensible Storage WireTech Storage Systems,Office Supplies,Storage,Other
269,Erin Creighton,Consumer,CA-2015-139633,12/17/2015,2015,12,Dec,Dec-2015,17,Columbus,Ohio,East,United States,43229,12/24/2015,2015,12,24,Standard Class,992,4,0.7,-4,-0.73,5,1119,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Office Supplies,Binders,Newell
185,Cynthia Delaney,Home Office,CA-2015-139857,2/2/2015,2015,2,Feb,Feb-2015,2,San Diego,California,West,United States,92037,2/6/2015,2015,2,6,Standard Class,993,5,0,6,0.47,12,1507,Staples,Office Supplies,Fasteners,Other
76,Becky Martin,Consumer,CA-2015-139892,9/8/2015,2015,9,Sep,Sep-2015,8,San Antonio,Texas,Central,United States,78207,9/12/2015,2015,9,12,Standard Class,994,3,0.2,3,0.28,10,323,BIC Brite Liner Highlighters,Office Supplies,Art,BIC
76,Becky Martin,Consumer,CA-2015-139892,9/8/2015,2015,9,Sep,Sep-2015,8,San Antonio,Texas,Central,United States,78207,9/12/2015,2015,9,12,Standard Class,995,6,0.2,7,0.21,32,1416,Sanford Liquid Accent Highlighters,Office Supplies,Art,Sanford
76,Becky Martin,Consumer,CA-2015-139892,9/8/2015,2015,9,Sep,Sep-2015,8,San Antonio,Texas,Central,United States,78207,9/12/2015,2015,9,12,Standard Class,996,3,0.2,9,0.06,144,944,JBL Micro Wireless Portable Bluetooth Speaker,Technology,Phones,Other
76,Becky Martin,Consumer,CA-2015-139892,9/8/2015,2015,9,Sep,Sep-2015,8,San Antonio,Texas,Central,United States,78207,9/12/2015,2015,9,12,Standard Class,997,5,0.8,-454,-2.55,178,954,Kensington 7 Outlet MasterPiece Power Center,Office Supplies,Appliances,Kensington
76,Becky Martin,Consumer,CA-2015-139892,9/8/2015,2015,9,Sep,Sep-2015,8,San Antonio,Texas,Central,United States,78207,9/12/2015,2015,9,12,Standard Class,998,3,0.2,-59,-0.21,276,1484,Space Solutions HD Industrial Steel Shelving.,Office Supplies,Storage,Space Solutions
76,Becky Martin,Consumer,CA-2015-139892,9/8/2015,2015,9,Sep,Sep-2015,8,San Antonio,Texas,Central,United States,78207,9/12/2015,2015,9,12,Standard Class,999,9,0.3,-25,-0.01,1740,1372,SAFCO Arco Folding Chair,Furniture,Chairs,SAFCO
76,Becky Martin,Consumer,CA-2015-139892,9/8/2015,2015,9,Sep,Sep-2015,8,San Antonio,Texas,Central,United States,78207,9/12/2015,2015,9,12,Standard Class,1000,8,0.4,-1360,-0.17,8160,988,Lexmark MX611dhe Monochrome Laser Printer,Technology,Machines,Other
134,Cassandra Brandow,Consumer,CA-2015-140004,3/21/2015,2015,3,Mar,Mar-2015,21,Hamilton,Ohio,East,United States,45011,3/25/2015,2015,3,25,Standard Class,1001,3,0.2,2,0.26,6,332,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,Art,Binney & Smith
134,Cassandra Brandow,Consumer,CA-2015-140004,3/21/2015,2015,3,Mar,Mar-2015,21,Hamilton,Ohio,East,United States,45011,3/25/2015,2015,3,25,Standard Class,1002,2,0.2,1,0.16,7,329,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Office Supplies,Art,Binney & Smith
755,Toby Swindell,Consumer,CA-2015-140032,9/8/2015,2015,9,Sep,Sep-2015,8,San Francisco,California,West,United States,94109,9/13/2015,2015,9,13,Standard Class,1003,2,0.2,3,0.35,9,61,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",Office Supplies,Binders,Acco
580,Odella Nelson,Corporate,CA-2015-140039,9/13/2015,2015,9,Sep,Sep-2015,13,Tempe,Arizona,West,United States,85281,9/17/2015,2015,9,17,Standard Class,1004,5,0.2,6,0.08,79,573,Eldon File Chest Portable File,Office Supplies,Storage,Eldon
266,Erica Hernandez,Home Office,CA-2015-140165,5/13/2015,2015,5,May,May-2015,13,Hialeah,Florida,South,United States,33012,5/15/2015,2015,5,15,First Class,1005,2,0.2,2,0.34,7,1507,Staples,Office Supplies,Fasteners,Other
266,Erica Hernandez,Home Office,CA-2015-140165,5/13/2015,2015,5,May,May-2015,13,Hialeah,Florida,South,United States,33012,5/15/2015,2015,5,15,First Class,1006,8,0.7,-332,-0.83,398,683,GBC DocuBind P100 Manual Binding Machine,Office Supplies,Binders,GBC
301,George Bell,Corporate,CA-2015-140228,4/28/2015,2015,4,Apr,Apr-2015,28,Newark,Ohio,East,United States,43055,5/3/2015,2015,5,3,Standard Class,1007,3,0.2,3,0.36,7,243,Avery File Folder Labels,Office Supplies,Labels,Avery
301,George Bell,Corporate,CA-2015-140228,4/28/2015,2015,4,Apr,Apr-2015,28,Newark,Ohio,East,United States,43055,5/3/2015,2015,5,3,Standard Class,1008,3,0.2,2,0.08,27,1667,X-Rack File for Hanging Folders,Office Supplies,Storage,Other
301,George Bell,Corporate,CA-2015-140228,4/28/2015,2015,4,Apr,Apr-2015,28,Newark,Ohio,East,United States,43055,5/3/2015,2015,5,3,Standard Class,1009,2,0.2,-38,-0.21,178,420,"Carina Mini System Audio Rack, Model AR050B",Office Supplies,Storage,Carina
421,Katharine Harms,Corporate,CA-2015-140396,11/20/2015,2015,11,Nov,Nov-2015,20,New York City,New York,East,United States,10024,11/25/2015,2015,11,25,Standard Class,1010,3,0.2,5,0.35,13,24,3M Organizer Strips,Office Supplies,Binders,3M
421,Katharine Harms,Corporate,CA-2015-140396,11/20/2015,2015,11,Nov,Nov-2015,20,New York City,New York,East,United States,10024,11/25/2015,2015,11,25,Standard Class,1011,4,0,12,0.48,26,1803,Xerox 2000,Office Supplies,Paper,Xerox
421,Katharine Harms,Corporate,CA-2015-140396,11/20/2015,2015,11,Nov,Nov-2015,20,New York City,New York,East,United States,10024,11/25/2015,2015,11,25,Standard Class,1012,3,0,17,0.5,35,1256,"Peel & Seel Recycled Catalog Envelopes, Brown",Office Supplies,Envelopes,Peel & Seel
421,Katharine Harms,Corporate,CA-2015-140396,11/20/2015,2015,11,Nov,Nov-2015,20,New York City,New York,East,United States,10024,11/25/2015,2015,11,25,Standard Class,1013,6,0,217,0.26,834,1577,Toshiba IPT2010-SD IP Telephone,Technology,Phones,Other
735,Tanja Norvell,Home Office,CA-2015-140403,10/10/2015,2015,10,Oct,Oct-2015,10,Manteca,California,West,United States,95336,10/10/2015,2015,10,10,Same Day,1014,2,0,7,0.49,15,6,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Office Supplies,Envelopes,Other
735,Tanja Norvell,Home Office,CA-2015-140403,10/10/2015,2015,10,Oct,Oct-2015,10,Manteca,California,West,United States,95336,10/10/2015,2015,10,10,Same Day,1015,3,0.2,14,0.11,122,747,"Global Deluxe Stacking Chair, Gray",Furniture,Chairs,Global
494,Mark Cousins,Corporate,CA-2015-140473,5/30/2015,2015,5,May,May-2015,30,Chicago,Illinois,Central,United States,60623,6/3/2015,2015,6,3,Standard Class,1016,3,0.2,135,0.19,720,372,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Technology,Copiers,Brother
694,Sharelle Roach,Home Office,CA-2015-140487,6/14/2015,2015,6,Jun,Jun-2015,14,Detroit,Michigan,Central,United States,48234,6/20/2015,2015,6,20,Standard Class,1017,3,0,57,0.27,213,839,"Hon Metal Bookcases, Gray",Furniture,Bookcases,Hon
746,Thomas Seio,Corporate,CA-2015-140662,11/17/2015,2015,11,Nov,Nov-2015,17,San Francisco,California,West,United States,94109,11/19/2015,2015,11,19,First Class,1018,2,0,8,0.08,100,421,Case Logic 2.4GHz Wireless Keyboard,Technology,Accessories,Other
746,Thomas Seio,Corporate,CA-2015-140662,11/17/2015,2015,11,Nov,Nov-2015,17,San Francisco,California,West,United States,94109,11/19/2015,2015,11,19,First Class,1019,3,0,72,0.3,241,142,APC 7 Outlet Network SurgeArrest Surge Protector,Office Supplies,Appliances,Other
746,Thomas Seio,Corporate,CA-2015-140662,11/17/2015,2015,11,Nov,Nov-2015,17,San Francisco,California,West,United States,94109,11/19/2015,2015,11,19,First Class,1020,7,0,352,0.48,734,1737,Xerox 1941,Office Supplies,Paper,Xerox
503,Matt Abelman,Home Office,CA-2015-140732,11/11/2015,2015,11,Nov,Nov-2015,11,Los Angeles,California,West,United States,90004,11/13/2015,2015,11,13,Second Class,1021,2,0,2,0.26,8,460,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Office Supplies,Appliances,Other
503,Matt Abelman,Home Office,CA-2015-140732,11/11/2015,2015,11,Nov,Nov-2015,11,Los Angeles,California,West,United States,90004,11/13/2015,2015,11,13,Second Class,1022,4,0,56,0.45,124,1777,Xerox 1979,Office Supplies,Paper,Xerox
503,Matt Abelman,Home Office,CA-2015-140732,11/11/2015,2015,11,Nov,Nov-2015,11,Los Angeles,California,West,United States,90004,11/13/2015,2015,11,13,Second Class,1023,9,0.2,58,0.1,576,1103,Mophie Juice Pack Helium for iPhone,Technology,Phones,Other
100,Bradley Drucker,Consumer,CA-2015-140795,2/1/2015,2015,2,Feb,Feb-2015,1,Green Bay,Wisconsin,Central,United States,54302,2/3/2015,2015,2,3,First Class,1024,6,0,206,0.44,469,601,Enermax Aurora Lite Keyboard,Technology,Accessories,Enermax
752,Toby Carlisle,Consumer,CA-2015-140816,12/20/2015,2015,12,Dec,Dec-2015,20,Thornton,Colorado,West,United States,80229,12/20/2015,2015,12,20,Same Day,1025,7,0.2,90,0.2,448,1009,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,Technology,Accessories,Logitech
184,Cynthia Arntzen,Consumer,CA-2015-140858,6/28/2015,2015,6,Jun,Jun-2015,28,Philadelphia,Pennsylvania,East,United States,19140,7/2/2015,2015,7,2,Standard Class,1026,3,0.7,-2,-0.77,3,1443,Self-Adhesive Ring Binder Labels,Office Supplies,Binders,Other
184,Cynthia Arntzen,Consumer,CA-2015-140858,6/28/2015,2015,6,Jun,Jun-2015,28,Philadelphia,Pennsylvania,East,United States,19140,7/2/2015,2015,7,2,Standard Class,1027,3,0.7,-23,-0.73,31,706,GBC Recycled Grain Textured Covers,Office Supplies,Binders,GBC
184,Cynthia Arntzen,Consumer,CA-2015-140858,6/28/2015,2015,6,Jun,Jun-2015,28,Philadelphia,Pennsylvania,East,United States,19140,7/2/2015,2015,7,2,Standard Class,1028,8,0.2,15,0.35,41,1795,Xerox 1995,Office Supplies,Paper,Xerox
184,Cynthia Arntzen,Consumer,CA-2015-140858,6/28/2015,2015,6,Jun,Jun-2015,28,Philadelphia,Pennsylvania,East,United States,19140,7/2/2015,2015,7,2,Standard Class,1029,4,0.2,117,0.35,336,1737,Xerox 1941,Office Supplies,Paper,Xerox
184,Cynthia Arntzen,Consumer,CA-2015-140858,6/28/2015,2015,6,Jun,Jun-2015,28,Philadelphia,Pennsylvania,East,United States,19140,7/2/2015,2015,7,2,Standard Class,1030,5,0.3,0,0,1228,760,Global Leather Executive Chair,Furniture,Chairs,Global
437,Kelly Williams,Consumer,CA-2015-140886,9/30/2015,2015,9,Sep,Sep-2015,30,Clarksville,Tennessee,South,United States,37042,10/4/2015,2015,10,4,Standard Class,1031,6,0.2,11,0.16,69,812,Holmes Odor Grabber,Office Supplies,Appliances,Holmes
156,Christine Sundaresam,Consumer,CA-2015-141005,8/15/2015,2015,8,Aug,Aug-2015,15,Fairfield,Connecticut,East,United States,6824,8/18/2015,2015,8,18,First Class,1032,3,0,30,0.48,63,1310,Premium Transparent Presentation Covers by GBC,Office Supplies,Binders,Other
479,Luke Schmidt,Corporate,CA-2015-141110,11/26/2015,2015,11,Nov,Nov-2015,26,Fresno,California,West,United States,93727,12/1/2015,2015,12,1,Standard Class,1033,3,0.2,2,0.35,4,1639,Wilson Jones Easy Flow II Sheet Lifters,Office Supplies,Binders,Wilson Jones
479,Luke Schmidt,Corporate,CA-2015-141110,11/26/2015,2015,11,Nov,Nov-2015,26,Fresno,California,West,United States,93727,12/1/2015,2015,12,1,Standard Class,1034,1,0.2,3,0.35,7,1489,SpineVue Locking Slant-D Ring Binders by Cardinal,Office Supplies,Binders,Other
479,Luke Schmidt,Corporate,CA-2015-141110,11/26/2015,2015,11,Nov,Nov-2015,26,Fresno,California,West,United States,93727,12/1/2015,2015,12,1,Standard Class,1035,3,0,7,0.47,15,1768,Xerox 1970,Office Supplies,Paper,Xerox
479,Luke Schmidt,Corporate,CA-2015-141110,11/26/2015,2015,11,Nov,Nov-2015,26,Fresno,California,West,United States,93727,12/1/2015,2015,12,1,Standard Class,1036,2,0,11,0.28,41,645,Fellowes Mighty 8 Compact Surge Protector,Office Supplies,Appliances,Fellowes
622,Randy Ferguson,Corporate,CA-2015-141152,9/16/2015,2015,9,Sep,Sep-2015,16,New York City,New York,East,United States,10024,9/19/2015,2015,9,19,First Class,1037,1,0.2,13,0.38,34,270,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Office Supplies,Binders,Avery
406,Julie Creighton,Corporate,CA-2015-141173,11/18/2015,2015,11,Nov,Nov-2015,18,Minneapolis,Minnesota,Central,United States,55407,11/20/2015,2015,11,20,Second Class,1038,5,0,17,0.25,67,642,Fellowes Desktop Hanging File Manager,Office Supplies,Storage,Fellowes
624,Raymond Messe,Consumer,CA-2015-141278,6/21/2015,2015,6,Jun,Jun-2015,21,Meriden,Connecticut,East,United States,6450,6/24/2015,2015,6,24,First Class,1039,5,0,6,0.29,21,1158,Newell 341,Office Supplies,Art,Newell
652,Ross Baird,Home Office,CA-2015-141299,6/3/2015,2015,6,Jun,Jun-2015,3,Midland,Michigan,Central,United States,48640,6/7/2015,2015,6,7,Second Class,1040,2,0,7,0.49,15,1438,Security-Tint Envelopes,Office Supplies,Envelopes,Other
52,Anthony Jacobs,Corporate,CA-2015-141313,12/28/2015,2015,12,Dec,Dec-2015,28,Beverly,Massachusetts,East,United States,1915,1/1/2016,2016,1,1,Standard Class,1041,4,0,67,0.47,142,1698,Xerox 1906,Office Supplies,Paper,Xerox
52,Anthony Jacobs,Corporate,CA-2015-141313,12/28/2015,2015,12,Dec,Dec-2015,28,Beverly,Massachusetts,East,United States,1915,1/1/2016,2016,1,1,Standard Class,1042,5,0,85,0.12,704,660,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Office Supplies,Storage,Fellowes
52,Anthony Jacobs,Corporate,CA-2015-141313,12/28/2015,2015,12,Dec,Dec-2015,28,Beverly,Massachusetts,East,United States,1915,1/1/2016,2016,1,1,Standard Class,1043,6,0,504,0.29,1737,864,Hoover Upright Vacuum With Dirt Cup,Office Supplies,Appliances,Hoover
67,Barry Franz,Home Office,CA-2015-141355,9/25/2015,2015,9,Sep,Sep-2015,25,Aurora,Colorado,West,United States,80013,9/30/2015,2015,9,30,Standard Class,1044,2,0.2,2,0.16,15,523,Dixon Ticonderoga Core-Lock Colored Pencils,Office Supplies,Art,Dixon
788,William Brown,Consumer,CA-2015-141607,12/12/2015,2015,12,Dec,Dec-2015,12,Concord,California,West,United States,94521,12/17/2015,2015,12,17,Standard Class,1045,1,0,4,0.1,43,554,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Furniture,Furnishings,Eldon
196,Dario Medina,Corporate,CA-2015-141649,9/30/2015,2015,9,Sep,Sep-2015,30,Fairfield,Ohio,East,United States,45014,9/30/2015,2015,9,30,Same Day,1046,6,0.2,60,0.08,795,609,Eureka Sanitaire  Commercial Upright,Office Supplies,Appliances,Eureka
142,Charles Crestani,Consumer,CA-2015-141726,7/20/2015,2015,7,Jul,Jul-2015,20,San Diego,California,West,United States,92105,7/22/2015,2015,7,22,First Class,1047,2,0.2,3,0.36,9,1636,Wilson Jones Custom Binder Spines & Labels,Office Supplies,Binders,Wilson Jones
142,Charles Crestani,Consumer,CA-2015-141726,7/20/2015,2015,7,Jul,Jul-2015,20,San Diego,California,West,United States,92105,7/22/2015,2015,7,22,First Class,1048,4,0,10,0.49,20,1688,Xerox 1897,Office Supplies,Paper,Xerox
142,Charles Crestani,Consumer,CA-2015-141726,7/20/2015,2015,7,Jul,Jul-2015,20,San Diego,California,West,United States,92105,7/22/2015,2015,7,22,First Class,1049,3,0,15,0.36,43,1186,Nu-Dell Leatherette Frames,Furniture,Furnishings,Nu-Dell
142,Charles Crestani,Consumer,CA-2015-141726,7/20/2015,2015,7,Jul,Jul-2015,20,San Diego,California,West,United States,92105,7/22/2015,2015,7,22,First Class,1050,1,0,50,0.48,105,1680,Xerox 189,Office Supplies,Paper,Xerox
343,James Galang,Consumer,CA-2015-141796,6/21/2015,2015,6,Jun,Jun-2015,21,Long Beach,New York,East,United States,11561,6/21/2015,2015,6,21,Same Day,1051,3,0,352,0.29,1215,1297,Polycom SoundStation2 EX Conference phone,Technology,Phones,Polycom
538,Mick Brown,Consumer,CA-2015-141817,1/5/2015,2015,1,Jan,Jan-2015,5,Philadelphia,Pennsylvania,East,United States,19143,1/12/2015,2015,1,12,Standard Class,1052,3,0.2,5,0.25,20,251,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Art,Avery
188,Damala Kotsonis,Corporate,CA-2015-141838,3/26/2015,2015,3,Mar,Mar-2015,26,San Francisco,California,West,United States,94122,3/31/2015,2015,3,31,Second Class,1053,2,0,1,0.25,3,1121,Newell 308,Office Supplies,Art,Newell
188,Damala Kotsonis,Corporate,CA-2015-141838,3/26/2015,2015,3,Mar,Mar-2015,26,San Francisco,California,West,United States,94122,3/31/2015,2015,3,31,Second Class,1054,4,0.2,9,0.34,28,1647,Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,Binders,Wilson Jones
188,Damala Kotsonis,Corporate,CA-2015-141838,3/26/2015,2015,3,Mar,Mar-2015,26,San Francisco,California,West,United States,94122,3/31/2015,2015,3,31,Second Class,1055,2,0.2,3,0.1,29,783,Griffin GC17055 Auxiliary Audio Cable,Technology,Phones,Griffin
299,Gene McClure,Consumer,CA-2015-141901,8/9/2015,2015,8,Aug,Aug-2015,9,Fresno,California,West,United States,93727,8/14/2015,2015,8,14,Standard Class,1056,1,0,3,0.45,6,780,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Office Supplies,Paper,Other
382,Joel Eaton,Consumer,CA-2015-142048,6/22/2015,2015,6,Jun,Jun-2015,22,Louisville,Colorado,West,United States,80027,6/25/2015,2015,6,25,First Class,1057,6,0.2,57,0.29,197,960,KeyTronic 6101 Series - Keyboard - Black,Technology,Accessories,KeyTronic
679,Sarah Foster,Consumer,CA-2015-142314,12/23/2015,2015,12,Dec,Dec-2015,23,Richmond,Indiana,Central,United States,47374,12/28/2015,2015,12,28,Standard Class,1058,11,0,58,0.28,207,298,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Office Supplies,Appliances,Belkin
579,Nora Preis,Consumer,CA-2015-142510,12/22/2015,2015,12,Dec,Dec-2015,22,Chicago,Illinois,Central,United States,60623,12/29/2015,2015,12,29,Standard Class,1059,6,0.8,-31,-1.75,18,1338,Recycled Easel Ring Binders,Office Supplies,Binders,Other
579,Nora Preis,Consumer,CA-2015-142510,12/22/2015,2015,12,Dec,Dec-2015,22,Chicago,Illinois,Central,United States,60623,12/29/2015,2015,12,29,Standard Class,1060,4,0.2,45,0.36,124,1624,White Computer Printout Paper by Universal,Office Supplies,Paper,Other
579,Nora Preis,Consumer,CA-2015-142510,12/22/2015,2015,12,Dec,Dec-2015,22,Chicago,Illinois,Central,United States,60623,12/29/2015,2015,12,29,Standard Class,1061,1,0.2,10,0.08,132,543,Economy Rollaway Files,Office Supplies,Storage,Other
766,Tracy Blumstein,Consumer,CA-2015-142587,10/21/2015,2015,10,Oct,Oct-2015,21,Fairfield,Ohio,East,United States,45014,10/22/2015,2015,10,22,First Class,1062,4,0.2,14,0.11,122,663,Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,Appliances,Fellowes
766,Tracy Blumstein,Consumer,CA-2015-142587,10/21/2015,2015,10,Oct,Oct-2015,21,Fairfield,Ohio,East,United States,45014,10/22/2015,2015,10,22,First Class,1063,3,0.4,-123,-0.3,410,847,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Furniture,Tables,Hon
322,Harry Greene,Consumer,CA-2015-142727,4/29/2015,2015,4,Apr,Apr-2015,29,Lake Charles,Louisiana,South,United States,70601,5/1/2015,2015,5,1,Second Class,1064,3,0,9,0.48,18,261,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,Office Supplies,Binders,Avery
